optimaalse juhtimise teooria,MTMM.00.229
biokeemia,LTMR.08.002
elusloodus ja evolutsioon,LTMR.02.001
ajakirjandusteooria,SOZU.01.129
prantsuse kirjandus,FLGR.03.156
baltimaade pronksi- ja vanem rauaaeg,FLAJ.01.110
tsiviilõiguse eriseminar doktorantidele i,OIEO.04.095
eesti keele õpe erivajadustega lastele i,HTEP.02.084
sotsiaalfarmaatsia erialakirjanduses ja internetis,ARFA.01.060
seminar eesti ajaloost 17.-20. sajandil,FLAJ.03.158
suhtlemispsühholoogia,P2NC.00.085
aritmeetika i,HTOS.02.451
soome-ugri kultuurid,FLKU.03.020
doktoriseminar: publitseerimise ettevalmistus,SOZU.00.012
personalijuhtimine ja eestvedamine,MJJV.03.124
etnoloogia ja kultuuriantropoloogia alused,FLKU.03.010
ladina juriidiline terminoloogia,OIEO.01.033
praktiline astronoomia,LTTO.00.012
teatriteaduslik magistriseminar ii,FLKU.05.257
praktika valiktsükkel,MV00.00.007
teadustöö metoodika. üldkursus magistriõppele,KKSB.02.011
täiskasvanute füsioteraapia praktika,KKSB.05.042
üldine topoloogia i,MTMM.00.011
omakirjastuslikud väljaanded 1968-1985,FLKU.05.203
farmatseutiline tehnoloogia,ARFA.02.113
aritmeetika ja arvuteooria,P2NC.00.655
matemaatika ajalugu,MTMM.00.046
renormeerimismeetodid kvantväljateoorias,LOFY.04.016
äriprotsesside juhtimine,MTAT.03.231
multikultuuriline haridus,HTPK.02.035
koolipraktika,P2NC.00.704
kirjanduse ja teatriteaduse doktoriseminar,FLKU.05.021
erivajadustega lapse toetamine,P2NC.00.701
rahvusvaheline kaubandusõiguse harjutuskohus i,OIEO.06.037
maksuõigus,P2OG.02.014
küberkaitse ja rahvusvaheline küberjulgeolek,OIAO.07.093
mõõtmismeetodid,LOFY.01.036
meditsiiniline biokeemia,ARBK.01.003
võrgutehnoloogia i,LTAT.06.004
finantsturud ja -järelevalve,P2OG.01.056
rahvusvaheline sotsiaalhooldusõigus,OIEO.05.025
struktuuranalüüs i,LOKT.09.022
geomeetria,HTOS.02.238
diakoonia,USUS.03.047
pärimisõigus,P2OG.01.027
rahvusvaheline poliitökonoomia,SORG.00.064
kaevandusalade rekultiveerimine,LOOM.03.081
kultuurietenduse analüüs,FLKU.05.133
erialase teksti kriitiline analüüs,FLKU.04.063
multimeedia,MTAT.03.132
eriala kompositsioon i,P2VK.01.029
võrdleva usuteaduse seminar,USUS.06.080
lapse ja nooruki psühhopatoloogia,ARPS.01.006
ettevõtluskeskkond,MJRI.03.019
matemaatika õpe erivajadustega lastele ii,HTEP.01.048
prantsuse keele teooria ii,FLGR.03.153
teadustöö metoodika iv,OIEO.01.024
kohaliku omavalitsuse õigus,P2OG.02.016
karistusõiguse aktuaalseid probleeme,OIAO.01.033
bakalaureusetöö kehalise kasvatuse ja spordi erialal,KKSP.00.016
retseptsiooniteooria ja kunstisotsioloogia,FLKU.05.229
sihtkeelne õpe,P2NC.00.653
õigustekstide tõlge esimesest võõrkeelest ja võõrkeelde,FLGR.04.444
kirjalik tõlge saksa keelest eesti keelde,FLGR.04.359
elu mitmekesisus i,HTOS.02.235
reumatoloogia,ARSK.01.039
õiguse entsüklopeedia,P2OG.02.149
valikained uurali rahvaste kultuuriloost,FLEE.07.121
asjaõigus,OIEO.04.002
strateegiline it juhtimine,LTAT.05.002
eesti keele töötlus pythonis,LTAT.01.006
sissejuhatus inimõigustesse,OIAO.07.051
sissejuhatav laboratoorne praktikum,LTTI.00.002
finantsmatemaatika arvutusmeetodid,MTMS.02.039
majandustekstide tõlge esimesest võõrkeelest ja võõrkeelde,FLGR.04.445
laste füsioteraapia praktika,KKSB.05.041
uurimistöö seminar farmakognoosiast,ARFA.01.078
sotsiaaltöö puuetega inimestega,SOSS.04.179
suu- ja näolõualuukirurgia ii,ARST.01.070
ühinguõigus,P2OG.01.046
turismigeograafia,LOOM.02.106
statistiline nõustamine,MTMS.01.015
doktoriseminar,FLAJ.00.022
biostatistika i,ARTH.03.021
kardioloogia ii,ARKA.01.051
biomeetria ja biostatistika,KKSB.03.028
kirurgia praktika,MV00.00.004
võrdleva usundiloo sissejuhatus,USUS.06.078
valu neurofüsioloogilised mehhanismid,ARFS.01.005
ajaloo didaktika ii kooliastmes,HTOS.02.211
kreeka keele põhikursus i,FLGR.02.377
luule- ja proosateksti analüüs,FLKU.05.107
kultuurikorralduse praktika,FLKU.03.007
sissejuhatus matemaatilisse majandusteadusesse,MJRI.09.001
närviteadus,ARFS.01.069
euroopa liit,P2NC.00.699
looduskaitsebioloogia,LOOM.04.003
ameerika kirjandus,FLGR.01.193
praktiline saksa keel i,FLGR.04.327
magistriseminar,FLGR.04.364
tsiviilkohtumenetlus,P2OG.01.090
andmekaitse,P2OG.01.061
rahvusvaheline majandus,MJRI.08.061
eesti õigekeelsus ja väljendusõpetus,FLEE.02.042
füüsika ja tehnika,LTFY.01.007
bioettevõtlus,LTMR.00.001
intellektuaalne omand,OIEO.03.010
arengubioloogia,LTMR.09.001
sissejuhatus eesti eraõigusesse,OIEO.06.020
õiguse filosoofia,OIEO.01.018
arengupsühholoogia,P2NC.00.400
terioloogia,LOOM.04.016
üldkeemia praktikum loodusteaduste suunale,LOKT.01.059
inglise keele didaktika esimeses ja teises kooliastmes ii,HTOS.02.260
religiooniuuringute eriseminar,USUS.00.022
ortopeediline stomatoloogia iii,ARST.01.074
andragoogika,P2VK.05.196
suu- ja näolõualuukirurgia i,ARST.01.069
eesti keele suulise ja kirjaliku väljenduse õpetus,LO00.00.003
onkoloogia,ARHO.02.002
anestesioloogia ja intensiivravi,ARAI.01.045
informatsiooni ja kommunikatsioonitehnoloogia geograafia ja mobiilpositsioneerimine,LOOM.02.119
teadusandmete haldus ja publitseerimine,LTOM.00.007
personalijuhtimine,P2VK.05.118
spordipsühholoogia,KKSP.03.001
iirimaa ajalugu filmis,FLGR.01.054
seikluskasvatusliku keskkonna loomine,P2VK.05.233
psühhopatoloogia,ARPS.01.005
etnograafilised allikad,FLKU.03.023
inglise keele õpetamise metoodika i,P2NC.00.180
ungari keele suuline ja kirjalik väljendusoskus (b2/c1),FLEE.07.106
sissejuhatus andmebaasidesse,MTAT.03.105
riskiteooria,MTMS.02.015
kinantropomeetria,KKSP.01.060
uurimistöö (eraõigus) ii,OIEO.04.115
eesti kirjanduse ajalugu ii,FLKU.05.091
ladina keele põhikursus i,FLGR.02.379
kvantitatiivsed meetodid majandusteaduses,MJRI.02.052
magistritöö,AROT.00.044
vene ortograafia süvakursus,FLGR.05.155
eesti keele algõpetuse didaktika ii,HTOS.02.208
eesti keele algõpetuse didaktika i,HTOS.02.204
eesti keele kirjaliku väljenduse õpetus,P2NC.00.707
konfliktidega toimetulek koolis,HTPK.01.226
majanduspoliitika,MJRI.03.091
lõuna-eesti arheoloogia ja ajalugu,FLAJ.01.094
töökeskkonna korralduslikud regulatsioonid,P2VK.04.240
zoogeograafia,LOOM.04.005
usa võrdse kohtlemise õigus töösuhetes,SVOI.04.005
intellektuaalne omand,P2OG.01.058
institutsiooniökonoomika,MJRI.03.053
informatsiooni infrastruktuur ja arhitektuur,OIAO.06.062
statistika,MJRI.01.024
optimiseerimismeetodid,MTMM.00.202
infopädevuse alused,OIAO.06.050
igem,LTTI.00.021
kompuuterfüüsika i,LOTI.05.030
magistrieksam,OIAO.05.072
lähisuhtevägivald tänapäevases õigusruumis,OIAO.06.063
ühinguõiguse kaasusõpe,OIEO.06.077
biokeemia ja taimefüsioloogia praktikum,LTMR.08.003
menetluspraktika,P2OG.02.114
"religioon, õigus ja poliitika - aktuaalseid probleeme",OIAO.07.100
skandinaavia keeled,FLGR.06.023
sissejuhatus kirjandusteadusesse,P2NC.00.510
teadustöö metodoloogia ja teaduspublitseerimine,MJRI.10.006
elamuspedagoogika,P2VK.05.238
"eesti keele algkursus i (inglise keele baasil), tase 0 > a1.2",FLKE.03.077
kirjandus totalitaarsetes režiimides,FLKU.05.045
tõlkekursus norra/rootsi/taani filoloogidele,FLGR.06.119
eesti romaan,FLKU.05.126
folkloristika alused,FLKU.04.074
klienditöö praktika,P2PC.03.031
hematoloogia,ARHO.02.004
teadustöö üliõpilastele,AR00.00.100
sisemeditsiini praktika,MV00.00.003
soome keel,FLEE.06.003
üldine astronoomia,LTTO.00.013
keskkonnaharidus,HTOS.02.194
ungari keele järgkursus,FLEE.07.053
"inglise keel, tase a2",P2VK.09.076
ärisuhtlus (inglise keeles),P2PC.01.171
kirjandusteaduslik magistriseminar ii,FLKU.05.256
analüütiline mehaanika,LOFY.04.002
doktoriseminar,FLGR.05.297
suusatamise algõpetus,KKSP.05.265
lõunaeesti keel i,FLLE.00.007
toimetamine veebis ja tehniline toimetamine,FLEE.02.135
farmatseutiline keemia ii,ARFA.02.112
hispaania keele teooria ii,FLGR.03.258
bioloogilise psühholoogia arengusuunad,SOPH.00.284
erikursus murretest,FLEE.09.012
seminaritöö,P2VK.09.015
sissejuhatus kirjandusteadusesse,FLKU.05.063
"värvi-, kompositsiooni- ja perspektiiviõpetus",HTHT.02.013
eesti keele õpetamise metoodika iii,P2NC.00.584
teatrikriitika seminar,FLKU.05.141
lavatehnika,P2VK.04.406
eesti keele ajalugu,FLEE.09.010
uurimistöö (avalik õigus) ii,OIAO.06.048
meditsiiniõigus,OIAO.01.007
rahvusvaheline perekonna- ja pärimisõigus,OIEO.06.057
nõustamine ja koostöö lastevanematega,HTOS.02.454
majandusarvestus,P2PC.00.144
planeerimise alused,LOOM.02.097
inglise kirjanduse ajalugu 18. - 20. saj.,P2NC.00.489
sotsiaalkindlustuse ökonoomika,P2PC.00.102
immunoloogia ja immunogeneetika,LOMR.02.001
arvutiõpetus,P2NC.00.601
loogika,P2OG.03.004
eesti keele õpe erivajadustega lastele ii,HTEP.02.085
sissejuhatus sotsiaalsesse stratifikatsiooni,SOSS.01.079
fotoonika projekt,LTFY.03.001
riigiõigus,OIAO.05.040
akadeemiline õpi- ja kirjaoskus,FLLC.01.002
andmeanalüüs i,MTMS.01.069
matemaatika arvutilingvistidele i,MTAT.06.019
hoolekande ja tervishoiu korraldus,SOSS.04.128
prantsuse keele praktikum i,FLGR.03.149
inimese molekulaarne ja kliiniline geneetika,ARMP.01.026
folkloristlik arhiivipraktika,FLKU.04.129
praktika,MJRI.02.074
sissejuhatus reklaamipsühholoogiasse,SOPH.00.301
teadusliku uurimistöö alused,FLAJ.01.061
intellektuaalse omandi kaitse,OIEO.03.013
turunduse juhtimine,MJJV.02.083
kaasaegsed suunad neuroteaduses 4,ARFS.01.073
haridusökonoomika,MJRI.03.074
ettevõtlus ja innovatsioon,MJCV.00.006
rakendustarkvara: sas,MTMS.01.058
esteetika,FLFI.02.065
vene keele kui võõrkeele õpetamise metoodika,P2NC.00.375
matemaatiline maailmapilt,MTMM.00.342
inglise keele struktuur i,P2NC.00.129
spordiõpetus. kergejõustik,KKSP.05.038
kirjaliku väljendusoskuse arendamine,HTOS.02.254
ortopeediline stomatoloogia ii,ARST.01.073
suu- ja näolõualuukirurgia iii,ARST.01.071
histoloogia,ARAN.02.005
teadusliku uurimistöö alused,FLAJ.06.004
vene õiguskeel (b2-c1),P2OG.04.031
molekulaarse biotehnoloogia praktikum,LOMR.01.003
baltisaksa kirjandus eesti kirjandusloo taustal,FLKU.05.076
sissejuhatus valguskujundusse,P2VK.04.065
sissejuhatus informaatikasse,MTAT.05.074
teadustöö metoodika i,OIEO.01.021
peremeditsiini praktika,MV00.00.005
juhendajaseminar,FLKU.05.258
etnograafiliste välitööde praktika,FLKU.03.036
teadustöö planeerimine meditsiinilise biokeemia erialal,ARBK.01.025
üks läänemeresoome keel. vadja keel,FLEE.06.121
prantsuse keele teooria i,FLGR.03.152
prantsuse keele praktikum iii,FLGR.03.151
õpiabipraktika tavakoolis,HTEP.02.114
teatriteksti analüüs,FLKU.05.247
java harjutused ii,MTAT.03.329
soome arheoloogia,FLAJ.01.069
konkurentsiõigus,OIEO.06.005
üliõpilaste harjutuskohus i,OIAO.02.020
praktiline teadusloome ja akadeemilised andmebaasid,P2OG.03.057
molekulaarbioloogia alused,LTMR.05.001
üldine teatriajalugu iii. lääne teater pärast teist maailmasõda,FLKU.05.262
ameerika äriõiguse alused (väärtpaberid ja vaidluste lahendamine),OIEO.06.063
konkurentsiõigus,P2OG.01.063
elektroonika alused,LTTI.00.004
molekulaarne süsteemibioloogia,LTTI.00.009
turundus,MJJV.02.106
ärisuhtlus i,MJJV.03.118
suu- ja hambahaigused ii,ARST.01.096
õiguse psühholoogia,OIAO.06.029
"eesti keele algkursus i, inglise keele baasil, tase 0 > a1.1",FLLC.09.001
"ühiskond, kultuur ja meedia",SVUH.06.004
väärteomenetlus,P2OG.02.169
tekstianalüüs,FLGR.06.026
eesti ajalugu ja maatundmine,FLEE.04.020
eesti õigekeelsus ja väljendusõpetus,P2PC.00.507
kriminoloogia põhikursus,P2OG.02.104
sissejuhatus karjäärinõustamisse,SOPH.00.391
"kuulmis-ja kõneelundite anatoomia, füsioloogia ja patoloogia",ARKR.01.024
slaavi filoloogia alused,FLGR.05.089
kodanikuühiskond,SORG.00.029
magistritöö seminar,LTAT.00.006
tarkvaratoodete juhtimine,MTAT.03.325
programmeerimiskeelte uurimisseminar,MTAT.03.271
menetluspraktika infotehnoloogias,MTAT.03.206
biosüstemaatika alused ja meetodid,LOOM.01.032
"saksa keel algajatele i (süvaõpe), tase 0>a1",FLKE.02.277
sotsiaaluuringu planeerimine,SOSS.04.061
sotsiaalpoliitika analüüs,SOSS.04.087
sissejuhatus rahvusvahelisse äriõigusesse,OIEO.06.079
"eesti keele intensiivkursus i. grammatika ja kirjalik eneseväljendus (vene keele baasil), tase 0 > a2",HVLC.09.031
magistriseminar,MJ00.00.051
akadeemiline eesti keel võõrkeelena,HVEE.02.005
teadustöö ja majandusuuringute alused,MJRI.01.044
magistritöö (maalikunst),HVVK.14.083
euroopa muinaskultuurid,FLAJ.01.137
juhtimise ja esindamise praktika,SVMJ.03.008
"erialane inglise keel. õiguskeel ii (aü), tase b2.1 > b2.2",HVLC.01.023
infoühiskond ja sotsiaalne heaolu,SVUH.00.056
"erialane inglise keel. õiguskeele vestluskursus iv (aü), tase c1",HVLC.01.026
sotsiaalne süsteem ja inimene,SVUH.00.045
sotsioloogia metodoloogia erikursus,SHUH.06.003
kommunikatsiooni eetika,SVUH.00.012
bioloogia koolis,LOLH.00.010
illustratsioon,HVVK.14.073
süsteemibioloogia,LTTI.00.008
mineraloogia,LOOM.03.017
tugi-liikumisaparaadi tervishoid,KKSB.03.030
katseandmete analüüs,LOOM.04.052
eesti keele õpetamise metoodika i,P2NC.00.235
täiendavat lastekirurgiast,ARKI.02.035
kunstiõpetus esimeses kooliastmes i,HTOS.02.241
popkultuuri teooriad,P2VK.05.136
prantsusmaa ühiskond ja kultuur,FLGR.03.191
vaimsed võimed,SOPH.00.276
inglise õiguskeel süvendatult juristidele(c1),P2OG.04.036
teadus- ja tehnikatekstide tõlge esimesest võõrkeelest ja võõrkeelde,FLGR.04.635
rakendustarkvara: r,LTMS.00.016
rahvusvaheline õigus,OIAO.07.075
"eesti keele intensiivkursus i. grammatika (inglise keele baasil), tase 0 > a2",HVLC.09.007
doktoriseminar: teadustöö tulemuste publitseerimine ii,SOZU.00.035
kultuuriteooria alused,FLSE.00.302
"inglise keel kõrgtasemele i, tase b2.2 > c1.1",HVLC.01.033
"inglise keel eelkesktasemele i, tase a2.2 > b1.1",HVLC.01.027
etnograafiliste välitööde metodoloogia,HVKU.03.002
praktika bakalaureuseõppes,USUS.03.101
kvalitatiivne analüüs,SHRG.00.016
sotsiaalsete muutuste analüüsi metoodikate valik ja andmete hindamine,SVSV.00.003
infoteenindus,SHZU.05.015
diskreetne matemaatika,P2NC.01.081
elukindlustusmatemaatika ii,MTMS.02.052
doktoritöö,FLEE.00.024
akadeemiline kirjutamine ii,P2NC.00.591
sotsiaalsete õiguste areng eestis: õigus tööle ja õigus sotsiaalkindlustusele,OIEO.05.031
filosoofia/esteetika i,P2VK.09.012
pärimustantsu praktika,P2VK.02.491
merefüüsika,LOFY.05.004
tsiviilmenetluse eriseminar,P2OG.01.068
teadustöö metoodika iii,OIEO.01.023
üldkompositsioon i,P2VK.01.025
diplomaatia põhimõisted ja ajalugu,FLAJ.06.120
20. sajandi kirjanduse seminar,FLKU.05.233
bioloogia,ARMP.01.029
rahvusvaheline õigus,P2OG.02.156
rahvusvaheline õigus,SHRG.03.025
saksa keele leksikoloogia ja fraseoloogia,FLGR.04.721
"soome keele algkursus inglise keele baasil ii, tase a1.1 > a1.2",HVEE.03.008
eesti keele praktiline morfoloogia ja sõnamoodustus,HVEE.05.014
antiigi pärand euroopa kultuuritraditsioonis,FLGR.02.460
praktilise usuteaduse sissejuhatus,USUS.03.054
jazzmuusikalugu,HVVK.14.025
majandusprobleemide kaasusanalüüs,MJJV.00.007
teoloogia ja soolisus,USUS.02.056
"inglise keele kursus, tase b1",HVLC.01.055
islami sisemine pluralism,USUS.08.025
kriitiline mõtlemine ja argumenteerimine,FLFI.00.102
audioteksti algkursus,SVUH.00.027
infokäitumise teooriad ja praktikad,SVUH.00.018
akadeemiline enesejuhtimine,SHUH.00.005
huvitegevus mäluasutustes i,SHZU.05.012
läänemere piirkonna kultuuriruum (100% e-õpe),HVLC.00.002
statistilised ja ökonomeetrilised meetodid,MJRI.01.033
informatsioon ja ühiskond,SVUH.00.068
sissejuhatus meedia ja kommunikatsiooni uurimismeetoditesse,SHZU.02.001
sissejuhatus kommunikatsiooni ja meediasse,SVUH.00.038
sissejuhatus audiovisuaalse sisu tootmisesse,SVUH.00.042
"eesti keel kesktasemele i, sõnavara ja vestlus, b1.1 > b1.2",FLLC.09.006
matemaatika- ja informaatikaõpetaja pidev praktika,MTMM.00.322
sissejuhatus matemaatika erialasse,MTMM.00.324
ladina keel meditsiinierialadele,FLKE.05.008
biomeditsiinitehnika,LTTI.00.011
keskkonnaõigus,OIEO.02.013
maailmakirjandus iii. valgustus. romantism. realism,FLKU.05.237
inglise keel kõrvalainena i,FLGR.01.208
matemaatika didaktika üldkursus,MTMM.00.120
ehitusgeoloogia,LOOM.03.078
kuritegevus meedia peeglis,P2OG.02.028
eesti kirjanikke,P2NC.00.158
strateegilise juhtimise doktorikursus,MJJV.03.139
makroökonoomiline keskkond,MJRI.10.009
kliiniline farmakoloogia,ARFR.02.026
infosüsteemid,MTAT.03.139
orgaaniline keemia doktorantidele,LOTI.03.002
"audioprogrammid, süntesaatorid ja midi",P2VK.02.720
inimese ja arvuti interaktsioon,LTAT.05.007
ikt alused,OIAO.06.060
sissejuhatus finantsmatemaatikasse,LTMS.00.017
sotsiaaltöö ja sotsiaalpoliitika kaasaegsed probleemid,SOSS.04.102
eesti keele võõrkeelena õpetaja peaeriala põhipraktika,HVEE.02.002
tsiviilõiguse eriseminar doktorantidele ii,OIEO.04.096
tööõigus,OIEO.05.023
doktoritöö,OIEO.00.005
akadeemiline eesti keel,HVEE.01.004
kunstist muusikani - tõde ei ole olemas?,HVVK.14.097
religioon ja rahvuslus,USUS.01.067
"inglise keel kõrgtasemele i, tase b2>c1",HVLC.01.053
tarbegraafika kujundus vektorprogrammides,HVVK.14.015
kuidas lugeda sotsiaalteooriaid,SVUH.00.013
immunoloogia alase uurimistöö alused iv,ARMP.02.010
teadusmetodoloogia alused religiooniuuringutes ja teoloogias,HVUS.02.006
infoteaduste alused,SVUH.00.071
mittereligioossed maailmavaated,HVUS.01.001
matemaatika õpetamise metoodika i kooliastmes,P2NC.00.639
tunnetuspsühholoogia,SHPH.00.029
kirjandus koolieelses eas,P2NC.00.607
spetsialiseerumispraktika,P2VK.05.214
õiguse sotsioloogia,OIAO.06.028
infotöötlus,P2VK.01.242
etnoloogia ja folkloristika magistriseminar,FLKU.03.006
sünteetilise bioloogia praktikum ii,LTTI.00.018
konflikti semiootika,FLSE.00.316
juhtimisökonoomika,P2VK.05.307
vene kultuur kultuuridevahelise kommunikatsiooni kontekstis,P2NC.00.871
teadusfilosoofia ja -metodoloogia,FLFI.03.007
muinas-eesti sõjandus,FLAJ.01.060
inglise keele ajalugu,FLGR.01.010
traumatoloogia ja ortopeedia,ARTO.01.030
eesti keel ja stilistika,FLEE.02.019
kirjalik ja suuline tõlge inglise keelde,P2NC.00.594
isiksusepsühholoogia,SOPH.00.277
matemaatikaprogrammide kasutamine i-ii kooliastmes,SHHI.02.023
kirjandus- ja teatriteaduslik magistriseminar,FLKU.05.253
geoloogia metodoloogia ja ajalugu,LOOM.03.048
intellektuaalomandi kaitse infotehnoloogia valdkonnas,OIEO.06.082
seminaritöö,SHUH.04.026
organisatsiooni teadmusjuhtimine,SVUH.00.069
algoritmid ja andmestruktuurid,LTAT.03.005
"margaret atwood: tekstid, intertekstid ja kontekstid",FLLC.01.006
eesti keele struktuur ja sõnavara i,HVEE.05.006
eesti keele vestluskursus i,HVEE.05.007
eesti keele kuulamine ja hääldamine i,HVEE.05.005
"eesti keel kõrgtasemele i, b2.1 > b2.2",FLLC.09.010
laul ja hääleseade i,P2VK.02.068
uurimistöö,OIEO.04.140
"erialane inglise keel arvutitehnika üliõpilastele, tase b2 > c1",HVLC.01.008
"inglise keel kõrgtasemele (100% e-õpe), tase b2 > c1",HVLC.01.040
"inglise keel. üldakadeemiline sõnavara (100% e-õpe), b1.2>b2.1",HVLC.01.041
juhtimine ja meeskonnatöö alused,SVMJ.03.004
eesti ja maailmakirjanduse suured teemad,FLKU.05.243
"inglise keel lennuakadeemia üliõpilastele, tase b2 > c1",HVLC.01.021
maailma usundid,HVUS.06.002
vabatahtlik iseseisev praktika,SVUH.00.043
matemaatika alused,MTMM.00.242
magistriseminar arvutitehnikas ja robootikas,LOTI.05.031
ettevõtluse baasmoodul,SVMJ.02.008
molekulaarne biotehnoloogia,LOMR.01.001
andmetöötlusmeetodid,MTMS.01.016
eesti keele digitaalsed ressursid ja tööriistad,FLEE.08.103
füüsikalised materjalitehnoloogiad,LOFY.02.010
pedagoogika uurimismeetodid,HTPK.01.063
multikultuursed ühiskonnad,SOSS.02.106
joonistamine i,P2VK.01.002
avaliku ja kolmanda sektori juhtimine,SORG.00.007
euroopa liidu majandus- ja rahanduspoliitika,P2EC.00.019
privaatsusõigus ja isikuandmete kaitse,OIAO.05.064
kunstiteose analüüs,FLAJ.05.095
maalimine i,P2VK.01.009
rahvusmüüt euroopa kultuurides,FLFL.00.012
settekivimite petroloogia,LOOM.03.125
magistritöö,LOOM.00.002
pärimustants,HVVK.14.008
saksa keele grammatika i,FLGR.04.717
saksa keele suuline ja kirjalik väljendusõpetus,FLGR.04.718
soome keel algajaile,HVEE.03.006
kaugemad sugulaskeeled iii,HVEE.03.003
soome-ugri keelte ajalugu,HVEE.03.005
võru keele algkursus,HVEE.01.002
keel kasutuses,HVEE.04.002
eesti rahvatants,HVVK.14.098
"inglise keel kesktasemele i, tase b1.2 > b2.1",HVLC.01.029
veebipõhine inglise keele grammatika põhikursus,HVVK.12.010
juudi mõttelugu kesk- ning uusajal,USUS.08.018
taimedega värvimine,HVVK.14.004
matemaatilised meetodid majandusteaduses,MJRI.09.030
"inglise keel lennuakadeemia üliõpilastele, tase b2.1 > b2.2",HVLC.01.020
uue testamendi eksegees,USUS.04.065
religioonisemiootika,HVUS.02.007
politoloogia eriseminar doktorantidele,SORG.00.048
infoallikad ja infootsing,SVUH.00.014
"eesti keele sõnavara- ja vestluskursus eelkesktasemele i, a2.1 > a2.2",FLLC.09.004
farmaatsiaalane ladina keel,FLKE.05.009
"süsteemide modelleerimine (praktikum, matlab)",LTTI.00.010
teadmus- ja innovatsiooniprotsesside juhtimine,MJJV.07.043
õendusjuhtimise praktika,AROT.00.014
euroopa liidu struktuurid,P2VK.05.178
kultuurisemiootika,P2VK.05.190
looduse ja maatundmise praktika,P2NC.00.287
laste füsioteraapia i,KKSB.05.033
meeskonnad organisatsioonis,MJJV.03.174
ladina keele põhikursus romanistika erialale,FLGR.02.330
halduspoliitika,SORG.00.009
eraõiguse aktuaalseid probleeme ii,OIEO.04.100
üldine hüdrobioloogia,LOOM.04.034
kliiniline psühholoogia,SOPH.00.294
eesti keel edasijõudnutele i (c1.1),FLEE.04.126
psühhomeetria alused,SOPH.00.287
programmeerimiskeelte uurimisprojekt,MTAT.03.272
"kultuuriteooriad etnoloogias, folkloristikas ja kultuuriantropoloogias",FLKU.04.132
õiguslik analüüs ja argumentatsioon,OIAO.06.030
majanduse põhialused,SVMJ.05.001
praktika infotehnoloogias,MTAT.00.046
keskkonnajuhtimine ja keskkonnaaudit,LOOM.02.162
kriminalistika,OIAO.03.021
privaatsus ja andmekaitse,OIAO.05.070
infoühiskonna aktuaalsed teemad,SHZU.05.033
valitud peatükke teadusfilosoofiast,FLFI.03.023
teadusfilosoofia,FLFI.03.097
ungari keele algkursus i,HVEE.03.011
lepinguvälised võlasuhted,OIEO.04.138
õigusteadusliku uurimistöö alused ja akadeemiline väljendusoskus,OIEO.04.141
mis meid ühendab killustunud maailmas? fiktiivse maailma loomise võtted ja eetika,HVVK.14.096
"inglise keel kesktasemele. grammatika ja sõnavara, tase b1.2 > b2.1",HVLC.01.035
"inglise keel kõrgtasemele ii, tase c1",HVLC.01.054
budismi alused,USUS.06.134
veebipõhine inglise keele grammatika põhikursus 2,HVVK.12.018
euroopa ideede ajalugu,FLAJ.07.198
semiootika alused,FLSE.00.216
tänapäevased andmestikud sotsiaaluurimuses,SVUH.06.002
psüühika põhifunktsioonid,SHPH.00.038
portree maalimine,HVVK.14.094
robootika praktikum,LOTI.05.023
laagripraktika,P2VK.05.142
sissejuhatus it-õigusesse,P2OG.02.164
tehnoloogia- ja innovatsioonipoliitikad,MJJV.07.038
analüütiline keemia,LTKT.06.005
"eesti keele algkursus ii, inglise keele baasil, a1.1>a1.2",FLLC.09.002
taani foneetika ja fonoloogia,FLGR.06.029
eesti kultuurilugu,P2NC.00.323
religioonifilosoofia,USUS.06.109
laste- ja noortekirjandus,FLKU.05.095
ülikoolis õpetamise praktika,OIAO.06.040
lastekirjandus,P2NC.00.290
ettevõttepraktika,P2PC.00.524
radiofarmatseutilised preparaadid,ARFA.02.081
norra kirjanduse ajalugu,FLGR.06.039
sissejuhatus kodeerimisteooriasse,MTAT.05.082
nõuete analüüs,MTAT.03.306
rakenduselektrokeemia,LTKT.02.007
spordijuhtimise alused,KKSP.03.026
prantsuse õiguskeel (b2-c1),P2OG.04.037
kriitikapraktika,FLKU.05.227
maksundus ja võlaõigus kultuuriettevõtluses,P2VK.05.219
menetluspraktika,OIAO.06.035
statistiline andmetöötlus,LOOM.02.153
ettevõttepraktika,LOOM.00.023
hollywood ja žanrifilm,HVVK.14.013
eesti keele töötlus pythonis,HVEE.04.004
võrdleva eraõiguse eriseminar doktorantidele,OIEO.04.133
haldusõigus,OIAO.05.039
digiõiguse harjutuskohus,OIEO.06.090
uurimispraktika,P2PC.01.083
juhtimise alused,MJJV.03.146
sissejuhatus õpingutesse,MJ00.00.034
lähilugemisi religiooniuuringutest ja teoloogiast,HVUS.03.002
personali juhtimine ja organisatsioonikäitumine,MJJV.03.147
sissejuhatus teoloogiasse ja religiooniuuringutesse,USUS.02.094
uue testamendi sissejuhatus,USUS.04.033
araabia ajalugu ja kultuurilugu,USUS.08.016
matemaatilise teksti küljendamine,MTMM.00.328
eesti kirjandus ja kultuur,HVKU.05.004
statistiline ja ökonomeetriline analüüs,SVMJ.04.007
uurimistöö kirjutamise alused,HVEE.01.005
uurimistöö alused,SVUH.00.015
kiirgusbioloogia ja kiiritusravi alused,LOFY.01.118
keskaja ladina keel,FLGR.02.531
autori- või probleemseminar ii,FLFI.00.025
eesti keele aluskursus i,SVNC.00.066
